date,open,high,low,close,volume
2017-10-23,120.98,121.9,120.96,121.81,4305379
2017-10-24,121.26,121.71,120.98,121.33,4059885
2017-10-25,121.31,121.5899,120.84,121.34,3536592
2017-10-26,121.16,121.16,120.22,120.33,5119489
2017-10-27,120.38,120.99,120.21,120.89,5069164
2017-10-30,120.93,121.47,120.8,121.13,3840455
2017-10-31,120.82,120.84,120.38,120.68,2836820
2017-11-01,120.98,121.55,120.835,121.11,3789409
2017-11-02,121.29,121.96,121.05,121.2,4476770
2017-11-03,121.36,121.43,120.1844,120.63,4545275
2017-11-06,120.72,121.85,120.68,121.65,5425015
2017-11-07,121.51,121.56,120.78,121.2,3592619
2017-11-08,121.94,122.25,121.59,121.64,4574706
2017-11-09,121.85,122.41,121.73,122.14,4822491
2017-11-10,121.99,122.11,120.935,121.14,6080129
2017-11-13,121.43,121.55,121.27,121.32,4735666
2017-11-14,120.9,121.91,120.77,121.57,5106337
2017-11-15,122.13,122.36,121.25,121.41,3744598
2017-11-16,121.45,121.71,121.29,121.4,2219847
2017-11-17,122.17,123.17,121.95,122.85,8455905
2017-11-20,122.3,122.41,121.04,121.3,6547997
2017-11-21,121.67,122.0,121.5,121.53,3545103
2017-11-22,122.26,122.95,122.17,122.63,4139780
2017-11-24,122.36,122.61,122.22,122.32,1241715
2017-11-27,123.26,123.33,122.67,122.85,4071623
2017-11-28,123.05,123.17,122.53,122.8,5044658
2017-11-29,122.24,122.33,121.74,122.05,4909914
2017-11-30,121.44,121.695,120.64,121.08,6637180
2017-12-01,120.94,122.43,120.74,121.59,11759744
2017-12-04,121.15,121.2,120.84,121.18,4743974
2017-12-05,120.44,120.505,119.72,120.3,7642020
2017-12-06,120.03,120.44,119.87,120.07,3929924
2017-12-07,119.01,119.24,118.1,118.51,9551737
2017-12-08,118.63,118.92,118.33,118.49,4375401
2017-12-11,118.37,118.54,117.8,118.02,3866157
2017-12-12,117.73,118.17,117.4,118.15,5690336
2017-12-13,118.19,119.35,118.01,119.17,8339413
2017-12-14,119.1,119.285,118.705,118.94,4710921
2017-12-15,119.41,119.5,118.97,119.19,5740030
2017-12-18,119.63,119.99,119.6,119.74,4184945
2017-12-19,119.67,119.9,119.53,119.82,3284274
2017-12-20,119.98,120.36,119.81,120.14,4196778
2017-12-21,120.07,120.45,120.0,120.32,3737348
2017-12-22,120.67,121.14,120.57,120.95,4640317
2017-12-26,121.55,121.87,121.51,121.78,6062943
2017-12-27,122.0,122.34,121.875,122.24,4340080
2017-12-28,122.82,122.92,122.56,122.84,4187044
2017-12-29,123.7,124.085,123.46,123.67,6160024
2018-01-02,124.66,125.18,124.39,125.15,8614476
2018-01-03,125.05,125.09,124.101,124.82,6560215
2018-01-04,124.89,125.85,124.74,125.46,5822239
2018-01-05,124.93,125.48,124.83,125.32,4582048
2018-01-08,125.2,125.32,124.9,125.31,2744331
2018-01-09,124.49,124.86,124.23,124.71,6955358
2018-01-10,125.17,125.31,124.72,125.0239,9009832
2018-01-11,125.37,125.66,125.25,125.44,4251344
2018-01-12,126.01,127.13,125.81,126.975,7474319
2018-01-16,126.6,127.18,126.4,127.17,6614262
2018-01-17,126.77,127.22,125.9,126.14,8772608
2018-01-18,126.13,126.52,125.8,125.85,5280076
2018-01-19,126.57,126.73,126.415,126.43,5304133
2018-01-22,126.51,126.75,126.28,126.65,4157474
2018-01-23,126.53,127.35,126.34,127.25,4884868
2018-01-24,128.39,129.265,128.2338,128.84,9243968
2018-01-25,128.69,129.515,127.36,127.92,12145126
2018-01-26,128.24,128.52,127.97,128.06,6616384
2018-01-29,127.58,127.63,126.915,127.34,5370049
2018-01-30,127.91,127.9167,126.74,126.79,8065959
2018-01-31,127.45,127.85,126.4,127.67,10972680
2018-02-01,127.18,128.15,127.08,128.07,7065768
2018-02-02,126.81,126.85,125.955,126.39,11082857
2018-02-05,126.82,127.31,126.44,126.74,9970977
2018-02-06,126.54,126.55,125.22,125.39,14828743
2018-02-07,125.48,125.77,124.41,124.79,6646442
2018-02-08,124.92,125.44,124.51,125.0,6110694
2018-02-09,124.65,125.14,124.39,124.75,8333313
2018-02-12,125.19,125.82,125.11,125.36,5025295
2018-02-13,125.67,126.18,125.52,126.09,4443209
2018-02-14,126.47,128.59,126.29,128.25,12549221
2018-02-15,128.43,128.569,127.94,128.39,6300173
2018-02-16,128.3,128.7,127.5689,127.95,6370175
2018-02-20,127.29,127.4,126.04,126.25,7724145
2018-02-21,126.36,126.76,125.44,125.67,6760461
2018-02-22,125.92,126.37,125.88,126.3,3254194
2018-02-23,126.06,126.3,125.85,126.11,2700204
2018-02-26,126.45,126.62,126.18,126.45,2713123
2018-02-27,126.06,126.15,124.59,125.12,5638644
2018-02-28,125.09,125.46,124.81,124.97,3209549
2018-03-01,124.15,125.31,123.575,124.73,10623885
2018-03-02,125.67,125.69,124.97,125.39,5639558
2018-03-05,125.35,125.48,124.96,125.17,2999723
2018-03-06,126.2,126.9563,126.13,126.52,5793846
2018-03-07,126.22,126.29,125.42,125.7,4339820
2018-03-08,125.69,125.7,125.125,125.41,2932541
2018-03-09,124.94,125.69,124.78,125.54,3942543
2018-03-12,125.04,125.57,124.84,125.54,1837709
2018-03-13,125.67,125.99,125.05,125.74,3700836
2018-03-14,125.49,125.76,125.34,125.69,2486835
2018-03-15,125.12,125.21,124.72,124.87,4160744
2018-03-16,124.84,124.87,124.21,124.58,4386938
2018-03-19,124.57,125.16,124.42,124.88,3889690
2018-03-20,124.41,124.55,123.96,124.29,2738952
2018-03-21,125.4,126.76,125.03,126.45,10924788
2018-03-22,126.09,126.34,125.64,125.98,4000020
2018-03-23,127.82,128.06,127.4054,127.6,9125576
2018-03-26,128.05,128.58,128.0107,128.28,5007568
2018-03-27,127.23,127.62,127.05,127.51,4498334
2018-03-28,126.48,126.61,125.51,125.73,6671135
2018-03-29,125.42,125.81,125.31,125.79,4065463
2018-04-02,126.65,127.54,126.375,127.27,9204118
2018-04-03,126.52,126.59,126.01,126.28,4669005
2018-04-04,127.5,127.53,126.32,126.43,3639195
2018-04-05,125.45,126.0825,125.425,125.81,3803285
2018-04-06,126.57,126.6,126.125,126.41,4808488
2018-04-09,126.45,126.86,126.23,126.8,3084953
2018-04-10,127.02,127.305,126.67,127.12,4548869
2018-04-11,128.09,129.47,127.78,128.11,10087201
2018-04-12,127.25,127.34,126.47,126.62,6280803
2018-04-13,127.07,127.75,127.03,127.46,5444759
2018-04-16,127.74,128.05,127.57,127.63,3041146
2018-04-17,127.02,127.78,127.001,127.75,2715484
2018-04-18,128.32,128.54,127.751,127.85,4621383
2018-04-19,127.81,127.8839,127.13,127.6,6748782
2018-04-20,126.69,126.97,126.55,126.62,6240196
2018-04-23,125.62,125.76,125.3412,125.62,4602391
2018-04-24,125.78,126.34,125.67,126.23,3540357
2018-04-25,125.23,125.51,125.06,125.405,3473856
2018-04-26,125.54,125.57,124.69,124.94,5622912
2018-04-27,125.2,125.62,125.17,125.49,4468856
2018-04-30,124.41,125.2,124.1901,124.6,7334021
2018-05-01,123.9,123.9882,123.39,123.7,6298787
2018-05-02,123.9,124.54,123.58,123.64,6845935
2018-05-03,124.66,124.76,124.24,124.28,3808360
2018-05-04,124.1,124.65,124.0,124.55,4994828
2018-05-07,124.5,124.7,124.3,124.58,2553767
2018-05-08,124.14,124.95,123.79,124.59,4917059
2018-05-09,124.45,124.87,124.24,124.34,3529346
2018-05-10,125.22,125.3724,124.75,125.17,3845919
2018-05-11,125.57,125.59,124.94,125.01,3185633
2018-05-14,125.16,125.21,124.44,124.48,3083030
2018-05-15,122.82,122.82,122.13,122.49,8161401
2018-05-16,122.38,122.61,122.03,122.3,3752596
2018-05-17,122.23,122.43,122.04,122.36,4628433
2018-05-18,122.05,122.65,122.01,122.4,4512186
2018-05-21,122.16,122.53,121.97,122.47,2957374
2018-05-22,122.7,122.74,122.34,122.42,2663777
2018-05-23,122.14,122.74,122.11,122.55,5434495
2018-05-24,123.1,123.82,123.08,123.6,7025331
2018-05-25,123.66,123.7,123.21,123.22,3717092
2018-05-29,122.84,123.64,122.66,123.21,6811627
2018-05-30,123.17,123.61,123.17,123.38,3146780
2018-05-31,123.26,123.78,123.1,123.11,5603793
2018-06-01,122.59,123.09,122.44,122.51,5980805
2018-06-04,122.85,122.93,122.38,122.38,3177053
2018-06-05,122.55,123.2257,122.281,122.86,5017029
2018-06-06,123.08,123.35,122.63,122.9,3378295
2018-06-07,122.96,123.145,122.69,122.87,2498000
