date,open,high,low,close,volume
2017-02-04,4.12303,4.12303,3.94046,4.00288,1468.74438509
2017-02-05,4.05,4.08315,3.9,4.0,4221.95316201
2017-02-06,4.01578,4.01578,3.925,3.94289,3318.5300774
2017-02-07,3.94091,3.99897,3.92891,3.95043,756.34828251
2017-02-08,3.95,4.02,3.801,3.98,6940.4498704
2017-02-09,3.98,4.06,3.85003,3.97,15238.74431813
2017-02-10,3.97,4.02814,3.58,3.78,42676.35143306
2017-02-11,3.77,3.89,3.675,3.83,5825.69895645
2017-02-12,3.83,3.95996,3.76,3.84,8649.89094122
2017-02-13,3.84,3.85,3.77,3.8,1957.96111771
2017-02-14,3.8,3.83,3.74,3.79,4580.69177334
2017-02-15,3.74391,3.84348,3.72796,3.84348,5732.31620477
2017-02-16,3.84,3.91,3.80001,3.90418,2334.25431435
2017-02-17,3.88,3.92873,3.84121,3.86,3250.61704267
2017-02-18,3.88,3.95,3.82873,3.91,2542.95773506
2017-02-19,3.91,3.94,3.8,3.84,6607.61085811
2017-02-20,3.82,3.85,3.70101,3.77276,7533.36104466
2017-02-21,3.81,3.85,3.75005,3.81,6093.49744762
2017-02-22,3.81,3.89,3.75521,3.85,5497.04854928
2017-02-23,3.85,3.93,3.85,3.89,4248.54891574
2017-02-24,3.9,4.0,3.87,3.9,6349.89105299
2017-02-25,3.93,4.0,3.76,3.94999,14258.89897716
2017-02-26,3.95,3.98,3.83,3.9,6591.04260249
2017-02-27,3.9,3.93,3.84,3.89,2007.202127
2017-02-28,3.89,3.93,3.80666,3.87,8882.87306624
2017-03-01,3.87,3.94,3.77,3.77,8545.45205688
2017-03-02,3.77,3.98248,3.76,3.86,11792.45063292
2017-03-03,3.87,4.29,3.8,4.04,25779.37056049
2017-03-04,4.08,4.5,3.97095,4.07,13060.19927806
2017-03-05,4.07,4.14,3.88,4.04,7509.10101739
2017-03-06,4.04,4.0457,3.85,4.02,8753.16532251
2017-03-07,4.01,4.1,3.95645,4.1,6825.16356427
2017-03-08,4.1,4.26,3.9,3.99,8269.47648841
2017-03-09,3.95,4.01,3.8,3.86,9528.0184188
2017-03-10,3.84,3.95,3.78,3.92,10357.40555009
2017-03-11,3.92,4.1,3.68,3.8,35380.28641232
2017-03-12,3.78,3.95,3.74584,3.75009,12003.87244057
2017-03-13,3.84,4.0,3.7,3.85081,15611.46192246
2017-03-14,3.93,4.59,3.75422,4.4,64729.69194384
2017-03-15,4.4,4.43,4.06604,4.19,12925.93992773
2017-03-16,4.2,4.45,4.1,4.33,14698.84918811
2017-03-17,4.32,4.61,4.164,4.31,33285.83828834
2017-03-18,4.35,4.35,3.88,4.12,36262.50172879
2017-03-19,4.12,4.43,3.69,4.02,43711.58633732
2017-03-20,4.0,4.12,3.761,3.93,14973.3833026
2017-03-21,3.94,4.2,3.78,4.18,20043.06899637
2017-03-22,4.19,4.2,3.93101,4.04,16614.11307487
2017-03-23,4.01,4.05,3.62,3.86127,49250.19320457
2017-03-24,3.97,4.19999,3.85,3.96,24724.45913295
2017-03-25,3.97,4.5,3.93,4.07015,69088.96133599
2017-03-26,4.11,4.5,3.93534,4.1,34998.05681385
2017-03-27,4.08,4.4,3.82,4.1,29298.32068399
2017-03-28,4.05138,4.19985,3.99474,4.08,33900.0171094
2017-03-29,4.07577,4.25,4.04905,4.2,22520.47857908
2017-03-30,4.18839,4.5,4.12,4.3,38523.74983906
2017-03-31,4.3357,9.9,4.26,7.49488,466332.0200468
2017-04-01,7.89,7.9,5.75,7.25,337713.86608774
2017-04-02,7.25,7.73,6.63232,7.61,161170.35368099
2017-04-03,7.57,8.88,7.03,8.34,266046.49007206
2017-04-04,8.37,9.5,7.5,8.61,267460.60369849
2017-04-05,8.61,9.8,8.34646,9.15,264504.33434777
2017-04-06,9.15,13.76999,8.85,13.0,687940.25529441
2017-04-07,12.9,13.19,9.7,10.91921,774763.4531232
2017-04-08,10.86,11.59799,9.39,9.89,325223.92644056
2017-04-09,9.98,11.42851,9.83,10.79,170284.63928453
2017-04-10,10.79,10.99,8.57,9.26,253653.6897672
2017-04-11,9.36,10.18511,8.89,9.87,203106.59753832
2017-04-12,9.87,10.4575,9.45,9.71,159099.93951791
2017-04-13,9.72,12.7,9.55189,11.69,429316.0628221
